price,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Chipset,Clock Speed,Memory Slots,Expandable Memory,RAM Frequency,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,HDD Capacity,RPM,Sound Chip,Lock Port,Model Name,Supported Operating System,Multi Card Slot,Included Software,Battery Cell,Security Chip,TGP,International Warranty,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Antivirus,Dock Port,Firewire Port,Read/Write Speed,Wireless WAN,Stylus Included,Other Accessories,Optane Memory,Inbuilt 4G LTE,Recovery Options,EMMC Storage Capacity
"24,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A314-22,UN.HVVSI.012,Aspire 3,Charcoal Black,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Upto 9.5 hours,45 W AC Adapter,No,,,AMD,Dual Core,,Yes,256 GB,4 GB,DDR4,3020e,,"Base Frequency 1.2 GHz, Max Turbo Boost Frequency Up to 2.60 GHz",,,,,AMD Radeon AMD,,64 bit,Windows 11 Home,,Yes,Yes,"2 x USB 3.2 Gen 1ports, 1 x USB 2.0 port",1 x HDMI Port,,No,35.56 cm (14 Inch),1366 x 768 Pixel,HD high-brightness Acer ComfyView LED-backlit TFT LCD,Built-in dual stereo speakers,Built-in digital Microphone,,,802.11a/b/g/n/ac wireless LAN,Available,Gigabit Ethernet,328 x 236 x 19.9 mm,1.9 kg,Not Available,Yes,No,83-/84-/87-key Acer FineTip keyboard with international language support,No,,"Narrow bezel, Precision Touchpad",1 Year International Travelers Warranty (ITW),Onsite,covered_in_warranty,Physical Damage,,,,,,A314-22,Windows 11 Home,,"Acer Care Center, Quick Access, Acer Product Registration",2 cell,,,1 Year,,,,,,,,,,,,,,,,,
"1,09,990","Laptop, Power Adaptor, User Guide",15-en1036AX,3W218PA#ACJ,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 12.5 Hours,,No,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,,4.4 GHz Max Turbo Frequency,,16,,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,64,Yes,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-edge Anti-glare Display (Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC, 144 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,144 Hz,Intel Wi-Fi 6 AX 200 (2x2),v5.0,Integrated 10/100/1000 GbE LAN,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,HP Wide Vision 720p HD Webcam,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,HP Imagepad with Multi-touch Gesture Support,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,1 x Multi-format SD Media Card Reader,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",6 Cell,,,,,,,,,,,,,,,,,,,,
"34,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515EA-EJ312WS,90NB0TY2-M26810,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,,1.7 GHz upto max turbo frequency at 4.1 Ghz,,,,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,,Yes,,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD anti-glare, Brightness: 200 nits, Color Gamut: 45% NTSC",Built-in Speaker,Built-in Microphone,,,Wi-Fi 5(802.11ac),v4.1,,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA Webcam,Yes,Chiclet Keyboard with Num-key,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,X515EA-EJ312WS,Windows 11 Home,,Office Home and Student 2021,2 cell,,,,,,,,,,,,,,,,,,,,
"83,990","Laptop, Battery, Power Adapter, User Guide",GF65 Thin 10UE-290IN,9S7-16W212-290,GF65 Thin,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,180W Adapter,No,GDDR6,6 GB,Intel,Hexa Core i5,10th Gen,Yes,512 GB,16 GB,DDR4,10500H,,2.5 GHz with Turbo Boost upto 4.5 GHz,,,,12,NVIDIA GeForce RTX 3060,6,64 bit,Windows 10 Home,64,,Yes,"2x Type-C USB3.2 (Gen1), 2x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,144 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"3-Cell, 51 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,Realtek ALC 233,,GF65 Thin 10UE-290IN,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,75 W,,,,,,,,,,,,,,,,,,
"47,990","Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fq1092au,50M60PA#ACJ,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,,Yes,3200 MHz,8,AMD Radeon AMD,6,64 bit,Windows 11 Home,,Yes,,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Built-in dual array digital microphones,,,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,,324 x 225 x 17.9 mm,1.46 Kg,Not Available,HP True Vision 720p HD camera,No,"Full-size, backlit, natural silver keyboard",Yes,HP Imagepad with multi-touch gesture support,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,,,,14s-fq1092au,Windows 11 Home 64 Single Language,1 x card reader,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,3 cell,,,,,,,,,,,,,,,,,,,,
"54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA,NH.Q97SI.001/ NH.Q97SI.004,Aspire 7,Black,Gaming Laptop,Gaming,Up to 9 hours,3-pin 135 W AC Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,,2.4 GHz with Turbo Boost Upto 5 GHz,,32,,,NVIDIA GeForce GTX 1650,,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port, 2 x USB 3.2 Gen 1 Ports, 1 x USB 2.0 Port",1 x HDMI Port,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Acer ComfyView LED Backlit TFT LCD Anti-glare Display (45% NTSC Color Gamut, Wide Viewing Angle up to 170 Degrees, Ultra-Slim Design, 16:9 Aspect Ratio, IPS Level Panel, Mercury Free, Environment Friendly)",Built-in Dual Stereo Speakers,Built-in Dual Microphones,,,802.11a/b/g/n/acR2+ax wireless LAN,v5.0,Gigabit,363.4 x 254.5 x 20.9,2.15 Kg,Not Available,720p HD Webcam (1280 x 720 Resolution),No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support and Power Button),Yes,"Multi-gesture Touchpad, Supporting Two-finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands",48 Wh 3-cell Li-ion�battery�pack,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,,"Quick Access, Acer Care Center, Acer Product Registration, Acer Collection",3,,,1 Year,,,,,,,,,,,,,,,,,
"38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15IML05,81WB01B0IN,,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,10110U,Intel SoC Platform,2.1 GHz with Turbo Boost Upto 4.1 GHz,2,Upto 12 GB,,4,Intel Integrated UHD,2,64 bit,Windows 11 Home,64,Yes,,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4b,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD TN 220nits Anti-glare Display,"1.5W x 2, Dolby Audio Stereo Speakers",Dual Array Microphones,,,"11ac, 2x2",v5.0,,362.2 x 253.4 x 19.9,1.7 Kg,Not Available,720p Webcam with Privacy Shutter,No,Non Backlit Keyboard,No,Touchpad,,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,,,High Definition (HD) Audio,,,,4-in-1 Card Reader,Office Home and Student 2021,,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,
"32,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515JA-EJ372WS,90NB0SR2-M44050,VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,45W AC Adapter,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,4 GB,DDR4,1005G1,,1.2 GHz upto max turbo frequency at 3.4 Ghz,,,,4,Intel Integrated UHD,,64 bit,Windows 11 Home,,Yes,,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,,Wi-Fi 5(802.11ac) 1x1,v4.1,,360.2 x 234.9 x 19.9 mm,1.80 kg,Not Available,VGA Webcam,Yes,Chiclet Keyboard with Num-key,No,,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,X515JA-EJ372WS,Windows 11 Home,,Office Home and Student 2021,2 cell,,,,,,,,,,,,,,,,,,,,
"35,999","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3400,D552221WIN9BE,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 10 Hours,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,1115G4,,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,2,16,2666 MHz,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,64,Yes,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,M.2 SATA,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,,802.11ac,v5.0,Available,18.1 to 19.8 x 328 x 239,1.59 Kg,Not Available,HD Webcam,No,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,1 TB,5400,,Kensington Lock Port,,,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Microsoft Office Home and Student 2021,3 Cell,,,,,,,,,No,McAfee,,,,,,,,,,
"58,990","Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,9S7-16R412-1616 / 9S7-16R512-611,GF63 Thin,Black,Gaming Laptop,Gaming,,120W Adapter,No,GDDR6,4 GB,Intel,Hexa Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,10500H,,2.5 GHz with Turbo Boost upto 4.5 GHz,,,,12,NVIDIA GeForce GTX 1650 Max Q,6,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"3-Cell, 51 Whr Battery",2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1 TB,,Realtek ALC 269,,GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,,,,,,,,,,,,,,,,,,,
"41,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6,82H801L7IN|82H802FJIN,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 12 hours,,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,1115G4,,1.7 GHz upto max turbo frequency at 4.1 Ghz,,Upto 12GB,,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,,Yes,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 1.4b,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD TN 250nits Anti-glare,Built-in Dual Speakers,Built-in array microphones,"1.5W x 2, Dolby Audio",,"11ac, 2x2",v5.0,,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,No,"Non-backlit, English",No,,,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,,,,,15ITL6,Windows 11 Home,1 x card reader,Office Home and Student 2021,,,,,,,,,,,,,,,,,,,,,
"36,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515JA-EJ362WS,90NB0SR2-M44040,VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,45W AC Adapter,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,1005G1,,1.2 GHz upto max turbo frequency at 3.4 Ghz,,,,4,Intel Integrated UHD,,64 bit,Windows 11 Home,,Yes,,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,,Wi-Fi 5(802.11ac) 1x1,v4.1,,360.2 x 234.9 x 19.9 mm,1.80 kg,Not Available,VGA Webcam,Yes,Chiclet Keyboard with Num-key,No,,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,X515JA-EJ362WS,Windows 11 Home,,Office Home and Student 2021,2 cell,,,,,,,,,,,,,,,,,,,,
"40,990","Laptop, Battery, Adapter, Cables and User Manuals","Vostro 3510, X9K0T",ICC-D585031WIN8,Vostro,Black,Thin and Light Laptop,Everyday Use,Upto 10 Hours,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1005G1,,1.2 GHz Upto Max Turbo Frequency at 3.4 GHz,2,16,2666 MHz,4,Intel Integrated UHD,2,64 bit,Windows 11 Home,64 bit,Yes,Yes,"2 x USB 3.2 Gen1, 1 x USB 2.0",1 x HDMI 1.4,M.2 SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,,802.11ac,v5.0,Available,358 x 235 x 18.9 mm,1.8 kg,Not Available,HD,No,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,1 TB,5400,,Kensington Lock Port,Vostro 3510,Windows 11 Home,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Microsoft Office Home & Student 2021,3 Cell,,,,,No,No,,,No,McAfee,No,No,Not Available,,,,,,,
"76,527","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad Gaming 3 15IMH05,81Y4019EIN,IdeaPad Gaming,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 8 Hours,135W Adapter,No,GDDR6,4 GB,Intel,Core i7,10th Gen,Yes,512 GB,8 GB,DDR4,10750H,Intel HM470,2.6 GHz with Turbo Boost upto 5.0 GHz,2 Slots,16,2933 MHz,12,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB-C 3.2 (Gen 1), 2 x USB 3.2 (Gen 1)",1 x HDMI Port (v2.0),PCIe NVMe M.2,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Anti-Glare Display (250 nits Brightness, 120Hz Refresh Rate)",Built-In Dual Stereo Speakers,Built-In Dual Array Microphone,2 x 1.5W Stereo Speakers with Dolby Audio,120 Hz,Wi-Fi 6 11ax (2x2),v5.0,100/1000M,359 x 249.6 x 24.9,2.2 KG,Not Available,720p HD Webcam with Privacy Shutter,No,Blue LED Backlit Keyboard with Larger Arrow Keys,Yes,Trackpad with Windows Precision Driver,"Integrated 45 Wh Battery, ErP Lot 3, RoHS Compliant, ENERGY STAR 8.0, GREENGUARD Certifications",1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,High Definition (HD) Audio,NA,,,NA,Microsoft Office (Trial Only),,,,,,,No,,,No,NA,,,,,,,,,,
"67,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ARH05,82B500MMIN||82B500BHIN,Legion 5,Phantom Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7.1 hours,170 W Slim Tip Adapter,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,4600H,AMD SoC,3.0 GHz with Turbo Boost Upto 4.0 GHz,2 Slots,Upto 32 GB,3200 MHz,11 MB,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 (1st Gen), 1 x USB 3.2 1st Gen (Always On), 1 x USB-C 3.2 Gen 1 (Support Data Transfer and DisplayPort 1.2)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 45% NTSC Color Gamut, 250 nits Brightness, DC dimmer, 4 Sided Narrow Bezel (Active Area 84%))",Built-in Dual Speakers,Dual Array Microphone,"2W x 2 Stereo Speakers, Dolby Atmos for Gaming, HARMAN-branded Speakers",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,363.06 x 259.61 x 24 mm,2.3 kg,Not Available,720p Webcam (with Privacy Shutter),No,"White Backlit, English Keyboard",Yes,Touchpad,"Integrated 60Wh Battery, Lenovo Q-Control 3.0, Hybrid Mode, Rapid Charge Pro (0-50% in 30 Mins), Anti-oil and High Abrasion Polymer Blend, 100% Anti-ghosting Keyboard, Legion Coldfront 2.0",1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,1 TB,5400,Realtek ALC3287,Kensington Security Slot,,,,,,,,,,,,,,,,,,,,,,,,,
"1,39,990","Laptop, battery, power adapter, user guide",Stealth 15M A11UEK-227IN,9S7-156311-227,Stealth 15M,Carbon Gray,Gaming Laptop,Processing & Multitasking,,150W Adapter,No,GDDR6,6 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11375H,,5 GHz Max Turbo Boost Frequency,,,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 10 Home,64,,No,"2 x Type-A USB3.2 Gen1, 1x Type-C (USB3.2 Gen2 / DP), 1x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,144 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,,358.3 x 248 x 16.15,1.7 KG,Not Available,720p HD Webcam (30fps@720p),,RGB Gaming Keyboard,Yes,Touchpad,"3-Cell, 52 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,Realtek ALC233,,Stealth 15M A11UEK-227IN,,1x Micro SD Card Reader,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,65 W,,,,,,,,,,,,,,,,,,
"34,990","Laptop, battery, adapter, cables and user manuals",15IML05,"81WB0193IN, 81WB01BNIN, 81WB01EAIN, 81WB018EIN",IdeaPad 3,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Upto 11.5 hours,45W Round Tip,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,10110U,,Max Frequency Up to 4.1 GHz,,,,,Intel Integrated UHD,,,Windows 11 Home,,Yes,,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4 b,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 1.5W Stereo Speakers with Dolby Audio,,"11ac, 2x2",v5.0,,362.2 x 253.4 x 19.9 mm,2.38 kg,Not Available,720p with Privacy Shutter,No,"Non-backlit, English",No,,45Wh,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,,,,,15IML05,Windows 11,1 x card reader,Microsoft Office Home & Student 2019,,,,,,,,,,,,,,,,,,,,,
"29,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515JA-BQ302W,90NB0SR2-M01XC0|90NB0SR2-M00R30,VivoBook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,45W AC Adapter,No,,,Intel,Core i3,10th Gen,No,,8 GB,DDR4,1005G1,,1.2 GHz upto max turbo frequency at 3.4 Ghz,,,,4,Intel Integrated UHD,2,64 bit,Windows 11 Home,,Yes,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, LED Backlit, IPS-level Panel, 45% NTSC Color Gamut, Anti-Glare display",Built-in Speaker,Built-in Microphone,SonicMaster,,Wi-Fi 5(802.11ac),v4.1,,360.2 x 234.9 x 19.9 mm,1.80 kg,Not Available,VGA Camera,Yes,Chiclet Keyboard with Num-key,No,,37 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,1 TB,,,,X515JA-BQ302W,Windows 11 Home,,,2 cell,,,,,,,,,,,,,,,,,,,,
